Dates;OH CN Equity;IAN CN Equity;CNTTF US Equity;N CN Equity;HIP CN Equity;TLRY Corp;HUGE CN Equity;CRON US Equity;APH CN Equity;WEED CN Equity;ACB CN Equity;GWPRF US Equity;SHOP US Equity;SPVNF US Equity;MN CN Equity;LEAF CN Equity;PAOTF US Equity;LULU US Equity;CBIS US Equity;HMMJ CN Equity;GRNH US Equity;MF6 GY Equity;HELIO SS Equity;BYDDF US Equity;GELYF US Equity;BABA UN Equity;TCTZF US Equity;APH US Equity;JD US Equity;9984 JT Equity;ATVI US Equity;EA US Equity;BJK US Equity;APTV US Equity;TEL US Equity;Global X-Nasda;BWA US Equity
18.01.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19.01.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20.01.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23.01.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24.01.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25.01.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26.01.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.01.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30.01.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31.01.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.02.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02.02.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03.02.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06.02.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07.02.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08.02.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09.02.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10.02.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13.02.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14.02.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.02.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16.02.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17.02.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20.02.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21.02.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22.02.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23.02.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24.02.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.02.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28.02.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29.02.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.03.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02.03.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05.03.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06.03.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07.03.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08.03.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09.03.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12.03.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13.03.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14.03.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.03.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16.03.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19.03.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20.03.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21.03.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22.03.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23.03.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26.03.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.03.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28.03.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29.03.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30.03.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02.04.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03.04.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04.04.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05.04.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06.04.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09.04.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10.04.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.04.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12.04.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13.04.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16.04.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17.04.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18.04.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19.04.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20.04.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23.04.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24.04.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25.04.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26.04.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.04.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30.04.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.05.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02.05.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03.05.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04.05.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07.05.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08.05.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09.05.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10.05.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.05.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14.05.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.05.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16.05.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17.05.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18.05.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21.05.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22.05.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23.05.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24.05.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25.05.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28.05.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29.05.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30.05.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31.05.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.06.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04.06.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05.06.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06.06.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07.06.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08.06.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.06.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12.06.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13.06.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14.06.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.06.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18.06.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19.06.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20.06.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21.06.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22.06.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25.06.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26.06.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.06.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28.06.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29.06.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02.07.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03.07.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04.07.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05.07.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06.07.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09.07.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10.07.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.07.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12.07.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13.07.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16.07.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17.07.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18.07.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19.07.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20.07.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23.07.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24.07.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25.07.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26.07.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.07.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30.07.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31.07.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.08.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02.08.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03.08.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06.08.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07.08.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08.08.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09.08.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10.08.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13.08.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14.08.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.08.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16.08.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17.08.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20.08.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21.08.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22.08.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23.08.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24.08.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.08.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28.08.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29.08.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30.08.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31.08.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03.09.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04.09.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05.09.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06.09.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07.09.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10.09.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.09.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12.09.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13.09.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14.09.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17.09.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18.09.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19.09.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20.09.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21.09.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24.09.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25.09.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26.09.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.09.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28.09.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.10.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02.10.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03.10.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04.10.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05.10.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08.10.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09.10.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10.10.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.10.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12.10.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.10.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16.10.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17.10.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18.10.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19.10.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22.10.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23.10.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24.10.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25.10.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26.10.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29.10.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30.10.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31.10.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.11.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02.11.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05.11.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06.11.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07.11.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08.11.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09.11.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12.11.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13.11.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14.11.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.11.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16.11.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19.11.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20.11.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21.11.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22.11.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23.11.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26.11.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.11.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28.11.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29.11.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30.11.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03.12.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04.12.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05.12.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06.12.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07.12.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10.12.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.12.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12.12.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13.12.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14.12.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17.12.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18.12.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19.12.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20.12.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21.12.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24.12.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25.12.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26.12.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.12.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28.12.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31.12.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02.01.13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03.01.13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04.01.13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07.01.13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08.01.13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09.01.13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10.01.13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.01.13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14.01.13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.01.13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16.01.13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17.01.13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18.01.13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21.01.13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22.01.13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23.01.13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24.01.13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25.01.13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28.01.13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29.01.13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30.01.13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31.01.13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.02.13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04.02.13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05.02.13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06.02.13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07.02.13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08.02.13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.02.13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12.02.13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13.02.13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14.02.13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.02.13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18.02.13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19.02.13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20.02.13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21.02.13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22.02.13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25.02.13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26.02.13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.02.13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28.02.13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.03.13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04.03.13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05.03.13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06.03.13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07.03.13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08.03.13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.03.13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12.03.13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13.03.13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14.03.13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.03.13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18.03.13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19.03.13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20.03.13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21.03.13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22.03.13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25.03.13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26.03.13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.03.13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28.03.13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29.03.13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.04.13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02.04.13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03.04.13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04.04.13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
